aic,description,spend_eur,resolved,confidence,method,unresolved_category,units,content_per_unit_mg,total_content_mg,source_note
036476012,LYRICA*14CPS 25MG,593.79,True,Validated,parsed:direct_strength,,14,25.0,350.0,14CPS 25MG
035699127,"EQUIBALANCE*4,25% 2000ML 4SACC",592.8,False,Unresolved,unresolved,other,,,,
050115070,TICAGRELOR DR*56CPR RIV 90MG,592.59,True,Validated,parsed:direct_strength,,56,90.0,5040.0,56CPR RIV 90MG
029776059,ATENOLOLO EG*50CPR 100MG,591.7,True,Authoritative,aifa_ingredient_authoritative,,,,100.0,ATENOLOLO 100milligrammi
027428022,NORVASC*14CPR 10MG,589.97,True,Validated,parsed:direct_strength,,14,10.0,140.0,14CPR 10MG
037405127,MATRIFEN*3CER TRANSD 50MCG/ORA,588.92,False,Unresolved,unresolved,other,,,,
038834242,PANTOPRAZOLO MY*28CPR 20MG,588.29,True,Validated,parsed:direct_strength,,28,20.0,560.0,28CPR 20MG
035211046,FUROSEMIDE MY*30CPR 25MG,583.26,True,Validated,parsed:direct_strength,,30,25.0,750.0,30CPR 25MG
041258284,"RIVASTIGMINA ZENT*30CER13,3MG",583.0,True,Validated,parsed:direct_strength,,30,13.3,399.0,"30CER13,3MG"
036027062,OLMETEC*28CPR RIV 20MG,582.18,True,Validated,parsed:direct_strength,,28,20.0,560.0,28CPR RIV 20MG
039012012,TECHNESCAN PYP*EV 5F 20MG 10ML,580.8,True,Validated,parsed:direct_strength,,5,20.0,100.0,5F 20MG
044698013,NUBRIVEO*14CPR RIV 10MG,580.06,True,Validated,parsed:direct_strength,,14,10.0,140.0,14CPR RIV 10MG
037707561,TOPIRAMATO SAN*60CPR 100MG FL,578.94,True,Validated,parsed:direct_strength,,60,100.0,6000.0,60CPR 100MG
044622153,IVABRADINA SAN*56CPR RIV 5MG,574.54,True,Validated,parsed:direct_strength,,56,5.0,280.0,56CPR RIV 5MG
045575038,DASATINIB EG*60CPR RIV 50MG,570.24,True,Validated,parsed:direct_strength,,60,50.0,3000.0,60CPR RIV 50MG
045107024,LEVETIRACETAM AU*OS 150ML+S3ML,567.05,False,Unresolved,unresolved,other,,,,
033861028,OROTRE*60CPR 500MG+400UI FL,566.58,True,Validated,parsed:direct_strength,,60,500.0,30000.0,60CPR 500MG
049238013,CIDOFOVIR TIL*1FL 5ML 75MG/ML,566.28,True,Validated,parsed:vol_conc,,1,375.0,375.0,1FL 5ML 75MG/ML
036622025,ETOPOSIDE SAND*EV 10ML 20MG/ML,566.28,False,Unresolved,unresolved,other,,,,
047674015,DEFERASIROX ZEN*30CPR RIV 90MG,566.24,True,Validated,parsed:direct_strength,,30,90.0,2700.0,30CPR RIV 90MG
023605153,DEURSIL*20CPS 225MG RP,565.97,True,Authoritative,aifa_ingredient_authoritative,,,,225.0,ACIDO URSODESOSSICOLICO 225milligrammi
050193212,TACROLIMUS EG*30CPS 5MG RP,560.97,True,Validated,parsed:direct_strength,,30,5.0,150.0,30CPS 5MG
039586159,TARGIN*28CPR 10MG+5MG RP,559.78,True,Validated,parsed:direct_strength,,28,10.0,280.0,28CPR 10MG
028755092,LIMPIDEX*14CPR OROD GASTR 30MG,558.92,True,Authoritative,aifa_ingredient_authoritative,,,,30.0,LANSOPRAZOLO 30milligrammi
047486067,FARPENTA*28CPR 10MG,558.07,True,Validated,parsed:direct_strength,,28,10.0,280.0,28CPR 10MG
047984113,SILODOSINA AUR*30CPS 8MG,558.01,True,Validated,parsed:direct_strength,,30,8.0,240.0,30CPS 8MG
035194265,"SYMBICORT*120D 160+4,5MCG",557.91,True,Candidate,parsed:single_value_assumed_unit,,1,0.0045,0.0045,"4,5MCG"
042294025,FLUTIFORMO*INAL 120D 125+5MCG,557.08,True,Candidate,parsed:single_value_assumed_unit,,1,0.005,0.005,5MCG
047049061,AMBRISENTAN TEVA*30CPR RIV 5MG,555.39,True,Validated,parsed:direct_strength,,30,5.0,150.0,30CPR RIV 5MG
037692047,RAMIPRIL ZEN*28CPR DIV 10MG,554.47,True,Validated,parsed:direct_strength,,28,10.0,280.0,28CPR DIV 10MG
016521041,PERSANTIN*IV 10F 10MG/2ML 2ML,553.46,False,Unresolved,unresolved,other,,,,
049014044,OXYPRONAL*28CPR 20MG+10MG RP,552.45,True,Validated,parsed:direct_strength,,28,20.0,560.0,28CPR 20MG
023892096,MINIRIN/DDAVP*30CPR SUBL 60MCG,551.57,True,Validated,parsed:direct_strength,,30,0.06,1.8,30CPR SUBL 60MCG
028600029,LANSOX*14CPS GASTR 15MG,551.03,True,Authoritative,aifa_ingredient_authoritative,,,,15.0,LANSOPRAZOLO 15milligrammi
030543019,LITIO CARBONATO N.A*50CPR300MG,550.95,True,Authoritative,aifa_ingredient_authoritative,,,,300.0,LITIO CARBONATO 300milligrammi
026821025,CARDURA*20CPR DIV 4MG,550.29,True,Validated,parsed:direct_strength,,20,4.0,80.0,20CPR DIV 4MG
041258132,"RIVASTIGMINA ZENT*30CER13,3MG",550.0,True,Validated,parsed:direct_strength,,30,13.3,399.0,"30CER13,3MG"
027370055,KLACID*12CPR RIV 250MG,549.41,True,Validated,parsed:direct_strength,,12,250.0,3000.0,12CPR RIV 250MG
038919080,VIMPAT*56CPR RIV 150MG,548.4,True,Validated,parsed:direct_strength,,56,150.0,8400.0,56CPR RIV 150MG
038190258,BINOCRIT*1SIR 40.000UI 1ML,548.21,False,Unresolved,unresolved,other,,,,
039055025,EFIENT*28CPR RIV 5MG,546.75,True,Validated,parsed:direct_strength,,28,5.0,140.0,28CPR RIV 5MG
038448142,TESAVEL*28CPR RIV 100MG,545.23,True,Validated,parsed:direct_strength,,28,100.0,2800.0,28CPR RIV 100MG
049927078,KERENDIA*28CPR RIV 20MG,544.51,True,Validated,parsed:direct_strength,,28,20.0,560.0,28CPR RIV 20MG
037405077,MATRIFEN*3CER TRANSD 25MCG/ORA,544.42,False,Unresolved,unresolved,other,,,,
038434142,ONDANSETRONE TEVA*6CPR RIV 8MG,544.15,True,Validated,parsed:direct_strength,,6,8.0,48.0,6CPR RIV 8MG
045276019,"ENTECAVIR DOC*30CPR RIV 0,5MG",539.94,True,Validated,parsed:direct_strength,,30,0.5,15.0,"30CPR RIV 0,5MG"
015724065,"LANOXIN*30CPR 0,0625MG",539.71,True,Authoritative,aifa_ingredient_authoritative,,,,0.1,DIGOSSINA 0.1milligrammi
047486016,"FARPENTA*28CPR 2,5MG",539.39,True,Validated,parsed:direct_strength,,28,2.5,70.0,"28CPR 2,5MG"
020305049,BETABIOPTAL*COLL SOSP 5ML,538.07,False,Unresolved,unresolved,other,,,,
030677013,MORFINA CL SALF*5F 10MG 1ML,536.8,True,Authoritative,aifa_ingredient_authoritative,,,,10.0,MORFINA CLORIDRATO 10milligrammi
027388089,"ECOCAIN*50CART 1,8ML ADR 1:50",536.04,False,Unresolved,unresolved,other,,,,
028877013,SELG*OS POLV 4BUST 70G 1LT,536.01,True,Validated,parsed:direct_strength,,4,70000.0,280000.0,4BUST 70G
042507020,ACETILCISTEINA DOC*30BUST600MG,535.83,True,Validated,parsed:direct_strength,,30,600.0,18000.0,30BUST600MG
044108013,PROMAZINA EG*GTT 30ML 4G/100ML,535.15,False,Unresolved,unresolved,other,,,,
042013021,SODIO LEVOFOLINATO ME*FL 4ML,534.46,False,Unresolved,unresolved,other,,,,
041527019,PYLERA*120CPS 140+125+125MG FL,531.65,True,Candidate,parsed:single_value_assumed_unit,,1,125.0,125.0,125MG
039160155,OSSIGENO*CRIOGEN 31LT MOBILE,531.31,False,Unresolved,unresolved,oxygen_gas,,,,
034242103,COSOPT*COLL 20MG/ML+5MG/ML 1FL,528.89,False,Unresolved,unresolved,multi_active_combo,,,,
045985215,LENALIDOMIDE TEVA*21CPS 25MG,528.65,True,Validated,parsed:direct_strength,,21,25.0,525.0,21CPS 25MG
024862106,RYTMONORM*28CPS 425MG RP PVC/A,528.08,True,Authoritative,aifa_ingredient_authoritative,,,,425.0,PROPAFENONE CLORIDRATO 425milligrammi
044715035,DARUNAVIR SAN*30CPR 800MG FL,527.34,True,Validated,parsed:direct_strength,,30,800.0,24000.0,30CPR 800MG
036377012,ITRACONAZOLO TEVA*8CPS 100MG,526.86,True,Validated,parsed:direct_strength,,8,100.0,800.0,8CPS 100MG
039492032,AMOXICILLINA SAND*12CPR RIV 1G,526.71,True,Validated,parsed:direct_strength,,12,1000.0,12000.0,12CPR RIV 1G
031984014,EPIVIR*OS FL 240ML 10MG/ML,525.99,True,Candidate,parsed:implied_unit_vol_conc,,1,2400.0,2400.0,FL 240ML 10MG/ML
042496024,EXAMETASCAN*INIET 6FL 500MCG,524.7,True,Validated,parsed:direct_strength,,6,0.5,3.0,6FL 500MCG
037564085,"XARENEL*OS SOL2FL2,5ML 50000UI",524.4,False,Unresolved,unresolved,other,,,,
022323012,TRITTICO*IM EV 3F 50MG 5ML,522.94,True,Validated,parsed:direct_strength,,3,50.0,150.0,3F 50MG
028464016,"INDOM*COLL 30MONOD 0,5ML 0,5%",522.73,True,Authoritative,aifa_ingredient_authoritative,,,,500.0,INDOMETACINA 0.5grammi
050468014,"NICHEL SOLFATO ALLE*UNG4,7G 5%",522.5,True,Candidate,parsed:single_value_assumed_unit,,1,4700.0,4700.0,"4,7G"
040497291,ATORVASTATINA SA*30CPR RIV20MG,522.28,True,Validated,parsed:direct_strength,,30,20.0,600.0,30CPR RIV20MG
043527023,PLEGRIDY*SC PEN 63MCG+PEN94MCG,521.9,True,Candidate,parsed:single_value_assumed_unit,,1,0.063,0.063,63MCG
034821052,ACETILCISTEINA EG*10F 300MG3ML,519.9,True,Validated,parsed:direct_strength,,10,300.0,3000.0,10F 300MG
030793032,GLUCOSIO*10% 10F 10ML,519.31,False,Unresolved,unresolved,other,,,,
022483147,DEPAKIN*GRAT 30BUST 100MG RM,519.17,True,Validated,parsed:direct_strength,,30,100.0,3000.0,30BUST 100MG
002309033,FOLINA*IM 5F 2ML 15MG,518.94,True,Candidate,parsed:single_value_assumed_unit,,1,15.0,15.0,15MG
043720046,PANTOPRAZOLO DOC*14CPR 40MG,518.68,True,Validated,parsed:direct_strength,,14,40.0,560.0,14CPR 40MG
022559037,LIOMETACEN*EV 6F 50MG+6F 2ML,518.64,True,Validated,parsed:direct_strength,,6,50.0,300.0,6F 50MG
033718053,NIFEDIPINA MY*28CPR 60MG RP,518.57,True,Validated,parsed:direct_strength,,28,60.0,1680.0,28CPR 60MG
037219060,CIPROFLOXACINA MY*10CPR 250MG,515.11,True,Validated,parsed:direct_strength,,10,250.0,2500.0,10CPR 250MG
037794029,XELEVIA*28CPR RIV 25MG,514.8,True,Validated,parsed:direct_strength,,28,25.0,700.0,28CPR RIV 25MG
045124029,SALMETEROLO FLUT MY*25+250MCG,514.62,True,Candidate,parsed:single_value_assumed_unit,,1,0.25,0.25,250MCG
045986080,LENALIDOMIDE SAN*21CPS 5MG,513.74,True,Validated,parsed:direct_strength,,21,5.0,105.0,21CPS 5MG
029720087,"GLICEROLO ALFA*6CONT 6,75G",512.51,True,Candidate,parsed:single_value_assumed_unit,,1,6750.0,6750.0,"6,75G"
041398013,MESTANE*30CPR RIV 25MG,510.65,True,Validated,parsed:direct_strength,,30,25.0,750.0,30CPR RIV 25MG
025373034,HALDOL*30CPR 5MG,509.92,True,Authoritative,aifa_ingredient_authoritative,,,,5.0,ALOPERIDOLO 5milligrammi
032036028,"BROXODIN*COLLUT 250ML 0,2%",508.51,False,Unresolved,unresolved,other,,,,
025624026,MS CONTIN*16CPR 30MG RP,508.4,True,Authoritative,aifa_ingredient_authoritative,,,,30.0,MORFINA SOLFATO 30milligrammi
034624460,CELEBREX*20CPS 200MG,508.03,True,Validated,parsed:direct_strength,,20,200.0,4000.0,20CPS 200MG
019913021,SPIROLANG*10CPS 50MG,508.01,True,Validated,parsed:direct_strength,,10,50.0,500.0,10CPS 50MG
036622013,ETOPOSIDE SAND*EV 5ML 20MG/ML,507.65,False,Unresolved,unresolved,other,,,,
040941027,LEVOFLOXACINA AUR*5CPR 250MG,506.93,True,Validated,parsed:direct_strength,,5,250.0,1250.0,5CPR 250MG
018269050,CARVASIN*50CPR 5MG SUBLINGUALI,506.28,True,Authoritative,aifa_ingredient_authoritative,,,,5.0,ISOSORBIDE DINITRATO 5milligrammi
039576083,ARIA NIPPON GAS*200BAR 14LT VI,505.16,False,Unresolved,unresolved,other,,,,
049443029,SITAGLIPTIN MY*28CPR RIV 25MG,504.34,True,Validated,parsed:direct_strength,,28,25.0,700.0,28CPR RIV 25MG
023578038,TRANDATE*30CPR 200MG,502.58,True,Authoritative,aifa_ingredient_authoritative,,,,200.0,LABETALOLO CLORIDRATO 200milligrammi
039132156,OSSIGENO*COMPR 200BAR 14L AC V,499.81,False,Unresolved,unresolved,oxygen_gas,,,,
004556015,GARDENALE*20CPR 100MG,499.57,True,Validated,parsed:direct_strength,,20,100.0,2000.0,20CPR 100MG
048959112,LACOSAMIDE ZEN*56CPR RIV 200MG,499.31,True,Validated,parsed:direct_strength,,56,200.0,11200.0,56CPR RIV 200MG
034485108,BUPICAIN*10F 2ML 10MG/ML IPERB,499.22,True,Validated,parsed:vol_conc,,10,20.0,200.0,10F 2ML 10MG/ML
039603055,ARIA SOL*200BAR 7LT,499.19,False,Unresolved,unresolved,other,,,,
032004020,CUSIMOLOL*COLL 5ML 5MG/ML,498.52,False,Unresolved,unresolved,other,,,,
049282116,LENALIDOMIDE MY*21CPS 15MG,497.83,True,Validated,parsed:direct_strength,,21,15.0,315.0,21CPS 15MG
042501357,CAPECITABINA MEDAC*120CPR500MG,496.64,True,Validated,parsed:direct_strength,,120,500.0,60000.0,120CPR500MG
023853068,CEFAZOLINA TEVA*EV 1F 1G+10ML,495.0,True,Validated,parsed:direct_strength,,1,1000.0,1000.0,1F 1G
029189065,TPH*EV 20FL 500ML,495.0,False,Unresolved,unresolved,other,,,,
045317120,"AMGEVITA*SC 2SIR 0,4ML 40MG",495.0,True,Candidate,parsed:single_value_assumed_unit,,1,40.0,40.0,40MG
044039269,ENOXAPARINA ROVI*10SIR 10000UI,495.0,False,Unresolved,unresolved,other,,,,
035700119,PAROXETINA EG*28CPR RIV 20MG,494.64,True,Validated,parsed:direct_strength,,28,20.0,560.0,28CPR RIV 20MG
038217143,INOVELON*60CPR DIV 400MG,491.4,True,Validated,parsed:direct_strength,,60,400.0,24000.0,60CPR DIV 400MG
023745096,KANRENOL*20CPR 25MG,490.75,True,Validated,parsed:direct_strength,,20,25.0,500.0,20CPR 25MG
022483200,DEPAKIN*GRAT 30BUST 750MG RM,489.94,True,Validated,parsed:direct_strength,,30,750.0,22500.0,30BUST 750MG
036959094,ZONEGRAN*28CPS 50MG,489.94,True,Validated,parsed:direct_strength,,28,50.0,1400.0,28CPS 50MG
038140012,MYLICONGAS*50CPR MAST 40MG,489.13,True,Validated,parsed:direct_strength,,50,40.0,2000.0,50CPR MAST 40MG
026563080,EBRANTIL*IV 5F 50MG 10ML,488.48,True,Validated,parsed:direct_strength,,5,50.0,250.0,5F 50MG
043412028,PREDNISONE MY*20CPR 5MG,488.43,True,Validated,parsed:direct_strength,,20,5.0,100.0,20CPR 5MG
020660080,FLUIMUCIL ANTIB IN*BB 3F 250MG,488.21,True,Validated,parsed:direct_strength,,3,250.0,750.0,3F 250MG
040724041,ZOFENOPRIL MY*28CPR RIV 30MG,485.36,True,Validated,parsed:direct_strength,,28,30.0,840.0,28CPR RIV 30MG
040904144,RIVASTIGMINA SAN*56CPS 6MG,485.1,True,Validated,parsed:direct_strength,,56,6.0,336.0,56CPS 6MG
035625060,"SIRIO*60CPR EFF 12,5MG+125MG",483.15,True,Validated,parsed:direct_strength,,60,12.5,750.0,"60CPR EFF 12,5MG"
021553019,ENTUMIN*30CPR 40MG,480.3,True,Authoritative,aifa_ingredient_authoritative,,,,40.0,CLOTIAPINA 40milligrammi
036983029,AZILECT*28CPR 1MG,479.82,True,Validated,parsed:direct_strength,,28,1.0,28.0,28CPR 1MG
026915037,ZINNAT*6CPR RIV 500MG,479.7,True,Validated,parsed:direct_strength,,6,500.0,3000.0,6CPR RIV 500MG
021091020,CONTRATHION*EV 10FL 200MG/10ML,479.32,False,Unresolved,unresolved,other,,,,
039438054,LEVOCETIRIZINA SA*20CPR RIV5MG,479.06,True,Validated,parsed:direct_strength,,20,5.0,100.0,20CPR RIV5MG
030764195,ELETT BIL MANT GLU I FKI*500ML,478.31,False,Unresolved,unresolved,other,,,,
027209105,SINVACOR*28CPR RIV 20MG,478.09,True,Authoritative,aifa_ingredient_authoritative,,,,20.0,SIMVASTATINA 20milligrammi
027015155,"EPREX*1SIR 2000UI 0,5ML",477.26,False,Unresolved,unresolved,other,,,,
006979025,BUSCOPAN*30CPR RIV 10MG,476.92,True,Authoritative,aifa_ingredient_authoritative,,,,10.0,SCOPOLAMINA BUTILBROMURO 10milligrammi
033569056,FLUOXETINA SANDOZ*28CPS 20MG,476.6,True,Validated,parsed:direct_strength,,28,20.0,560.0,28CPS 20MG
042564029,TORASEMIDE TEVA*14CPR 10MG,475.58,True,Validated,parsed:direct_strength,,14,10.0,140.0,14CPR 10MG
032921177,FOSTIMON*5FL 300UI/ML+5SIR,473.67,False,Unresolved,unresolved,multi_active_combo,,,,
020676021,INDOXEN*25CPS 50MG,471.5,True,Authoritative,aifa_ingredient_authoritative,,,,50.0,INDOMETACINA 50milligrammi
036638029,CLOZAPINA HEX*28CPR 25MG,467.59,True,Validated,parsed:direct_strength,,28,25.0,700.0,28CPR 25MG
040313126,TACHIPIRINA OROSOL*12BS 500MG,467.56,True,Candidate,parsed:single_value_assumed_unit,,1,500.0,500.0,500MG
033231022,MAGALDRATO MY*OS SOSP 40BUST,466.91,False,Unresolved,unresolved,other,,,,
023907013,BETADINE*SOLUZ VAG 125ML 10%,466.25,False,Unresolved,unresolved,other,,,,
050697010,"DROPERIDOLO SIN*EV 10F 1,25MG",464.31,True,Validated,parsed:direct_strength,,10,1.25,12.5,"10F 1,25MG"
012745042,TACHIPIRINA*BB 10SUPP 250MG,462.12,True,Validated,parsed:direct_strength,,10,250.0,2500.0,10SUPP 250MG
033637380,HUMALOG*JUNIOR 5KWIKPEN100U/ML,460.51,False,Unresolved,unresolved,other,,,,
033482035,ACICLOVIR ABC*CR 10G 5%,460.18,True,Candidate,parsed:single_value_assumed_unit,,1,10000.0,10000.0,10G
041496047,EURARTESIM*12CPR RIV320MG+40MG,459.61,True,Validated,parsed:direct_strength,,12,320.0,3840.0,12CPR RIV320MG
025190012,DITROPAN*30CPR 5MG,458.43,True,Authoritative,aifa_ingredient_authoritative,,,,5.0,OXIBUTININA CLORIDRATO 5milligrammi
026925154,PENTACOL*20SUPP 500MG,458.05,True,Validated,parsed:direct_strength,,20,500.0,10000.0,20SUPP 500MG
035890209,TAUXIB*20CPR RIV 90MG AL/AL,458.01,True,Validated,parsed:direct_strength,,20,90.0,1800.0,20CPR RIV 90MG
025980071,XANAX*20CPR 1MG,458.0,True,Authoritative,aifa_ingredient_authoritative,,,,1.0,ALPRAZOLAM 1milligrammi
048668040,NUSTENDI*90CPR RIV 180MG+10MG,457.35,True,Validated,parsed:direct_strength,,90,180.0,16200.0,90CPR RIV 180MG
030797031,"MAGNESIO SOLFATO*5F 2,5G 10ML",454.62,True,Validated,parsed:direct_strength,,5,2500.0,12500.0,"5F 2,5G"
023491057,MICOTEF*CREMA VAG 30G 2%+APPL,454.44,True,Candidate,parsed:single_value_assumed_unit,,1,30000.0,30000.0,30G
038381582,"RETACRIT*1SIR 3.000UI 0,9ML",454.07,False,Unresolved,unresolved,other,,,,
040433474,QUETIAPINA TE*60CPR 150MG RP,451.3,True,Validated,parsed:direct_strength,,60,150.0,9000.0,60CPR 150MG
027807243,LAMICTAL*28CPR DISPERS 25MG,451.27,True,Authoritative,aifa_ingredient_authoritative,,,,25.0,LAMOTRIGINA 25milligrammi
038500132,VENLAFAXINA TEVA*28CPS 75MG RP,449.75,True,Validated,parsed:direct_strength,,28,75.0,2100.0,28CPS 75MG
045680030,OLAZAX DISPERZI*28CPR OROD10MG,448.14,True,Validated,parsed:direct_strength,,28,10.0,280.0,28CPR OROD10MG
033373010,CALCIODIE*30CPR EFF 1000MG,447.36,True,Validated,parsed:direct_strength,,30,1000.0,30000.0,30CPR EFF 1000MG
024402048,EUTIROX*50CPR 25MCG,446.35,True,Validated,parsed:direct_strength,,50,0.025,1.25,50CPR 25MCG
012812018,ROVIGON*30CPR RIV MAST,444.24,False,Unresolved,unresolved,other,,,,
036355283,CARVEDILOLO EG*30CPR 25MG,443.93,True,Validated,parsed:direct_strength,,30,25.0,750.0,30CPR 25MG
042078170,SILDENAFIL AUR*8CPR RIV 25MG,442.78,True,Validated,parsed:direct_strength,,8,25.0,200.0,8CPR RIV 25MG
049045014,ICATIBANT PIR*SC 1SIR 30MG 3ML,441.4,True,Validated,parsed:direct_strength,,1,30.0,30.0,1SIR 30MG
050096039,SITAGLIPTIN AUR*28CPR RIV 50MG,439.64,True,Validated,parsed:direct_strength,,28,50.0,1400.0,28CPR RIV 50MG
023593054,EN*20CPR 2MG,437.76,True,Authoritative,aifa_ingredient_authoritative,,,,2.0,DELORAZEPAM 2milligrammi
012745055,TACHIPIRINA*BB 10SUPP 500MG,437.18,True,Validated,parsed:direct_strength,,10,500.0,5000.0,10SUPP 500MG
027370067,KLACID*BB GRAT 125MG/5ML 100ML,436.78,False,Unresolved,unresolved,other,,,,
024444034,URSOBIL*20CPS 150MG,435.96,True,Authoritative,aifa_ingredient_authoritative,,,,150.0,ACIDO URSODESOSSICOLICO 150milligrammi
046005031,LEVETIRACETAM EG*OS 300ML+10ML,434.28,False,Unresolved,unresolved,other,,,,
034433096,FAMOTIDINA EG*10CPR RIV 40MG,433.91,True,Validated,parsed:direct_strength,,10,40.0,400.0,10CPR RIV 40MG
010089011,DELTACORTENE*10CPR 5MG,433.24,True,Validated,parsed:direct_strength,,10,5.0,50.0,10CPR 5MG
026697072,RETROVIR*EV 5FL 20ML 200MG,432.45,True,Candidate,parsed:single_value_assumed_unit,,1,200.0,200.0,200MG
020957039,AZATIOPRINA ASP*50CPR RIV 50MG,432.37,True,Authoritative,aifa_ingredient_authoritative,,,,50.0,AZATIOPRINA 50milligrammi
030801017,PAPAVERINA CLORIDR*5F 30MG 2ML,431.83,True,Authoritative,aifa_ingredient_authoritative,,,,30.0,PAPAVERINA CLORIDRATO 30milligrammi
045354040,ABACAVIR MY*60CPR RIV 300MG,431.64,True,Validated,parsed:direct_strength,,60,300.0,18000.0,60CPR RIV 300MG
037793027,JANUVIA*28CPR RIV 25MG,431.6,True,Validated,parsed:direct_strength,,28,25.0,700.0,28CPR RIV 25MG
039961014,"PICOPREP*POLV OS 2BUST 16,1G",431.5,True,Validated,parsed:direct_strength,,2,16100.0,32200.0,"2BUST 16,1G"
040101014,GLAUBRIM*COLL 1FL 5ML 2MG/ML,431.18,True,Validated,parsed:vol_conc,,1,10.0,10.0,1FL 5ML 2MG/ML
030652010,AMINOFILLINA SALF*5F 240MG,429.87,True,Validated,parsed:direct_strength,,5,240.0,1200.0,5F 240MG
045670015,EFAVIRENZ EMT TEN MY*30CPR FL,429.0,False,Unresolved,unresolved,other,,,,
046044020,MUSRELAN*INIET 10SIR 10MG/ML,429.0,False,Unresolved,unresolved,other,,,,
016583027,MIXOTONE*GTT OTO FL+FL 10ML,428.66,False,Unresolved,unresolved,other,,,,
029236066,"MEPICAIN*100CART 1,8ML 3%",427.19,False,Unresolved,unresolved,other,,,,
027457035,"TOBRADEX*GTT AURIC 5ML0,3+0,1%",425.75,False,Unresolved,unresolved,other,,,,
041106042,DACARBAZINA LIPOMED*1FL 1000MG,422.4,True,Validated,parsed:direct_strength,,1,1000.0,1000.0,1FL 1000MG
035039294,KEPPRA*OS 150ML 100MG/ML+SI5ML,422.05,False,Unresolved,unresolved,multi_active_combo,,,,
033224027,ZANEDIP*28CPR RIV 10MG,422.04,True,Validated,parsed:direct_strength,,28,10.0,280.0,28CPR RIV 10MG
033264072,APROVEL*28CPR 300MG,421.55,True,Validated,parsed:direct_strength,,28,300.0,8400.0,28CPR 300MG
050193097,TACROLIMUS EG*60CPS 1MG RP,421.08,True,Validated,parsed:direct_strength,,60,1.0,60.0,60CPS 1MG
036716013,TRUVADA*30CPR RIV 200MG+245MG,420.57,True,Validated,parsed:direct_strength,,30,200.0,6000.0,30CPR RIV 200MG
033987013,LOPERAMIDE HEXAL*30CPS 2MG,420.53,True,Validated,parsed:direct_strength,,30,2.0,60.0,30CPS 2MG
038701090,MIRTAZAPINA DOC*30CPR ORO 30MG,419.42,True,Validated,parsed:direct_strength,,30,30.0,900.0,30CPR ORO 30MG
038935019,FENITOINA HIK*IV5F 5ML 250MG,418.0,True,Candidate,parsed:single_value_assumed_unit,,1,250.0,250.0,250MG
049456066,"SUNITINIB DR*30CPS 12,5MG",417.69,True,Validated,parsed:direct_strength,,30,12.5,375.0,"30CPS 12,5MG"
036697035,TRAMADOLO HCL SA*20CPR100MG RP,417.39,True,Validated,parsed:direct_strength,,20,100.0,2000.0,20CPR100MG
029432061,LIDOSEN*INIET 20MG/ML 50ML,417.25,True,Authoritative,aifa_ingredient_authoritative,,,,20.0,LIDOCAINA CLORIDRATO 20milligrammi
012745079,TACHIPIRINA*PR INF 10SUP 125MG,417.05,True,Candidate,parsed:single_value_assumed_unit,,1,125.0,125.0,125MG
048551055,OSSIGENO*COMPR 200BAR 5LT NF,416.0,False,Unresolved,unresolved,oxygen_gas,,,,
036043014,CITALOPRAM ABC*OS GTT FL 15ML,415.72,False,Unresolved,unresolved,other,,,,
034435014,OXYCONTIN*28CPR 10MG RP,415.08,True,Validated,parsed:direct_strength,,28,10.0,280.0,28CPR 10MG
038926034,"SAFLUTAN*COLL30FL 15MCG/ML 0,3",414.62,False,Unresolved,unresolved,other,,,,
029517012,SOTALOLO HEX*40CPR 80MG,414.4,True,Authoritative,aifa_ingredient_authoritative,,,,80.0,SOTALOLO CLORIDRATO 80milligrammi
039132295,OSSIGENO*COMPR 200BAR 2LT AL V,412.29,False,Unresolved,unresolved,oxygen_gas,,,,
043366018,"DUORESP SPIROMAX*120D 160+4,5",411.68,False,Unresolved,unresolved,other,,,,
033115080,NEOMEDIL*SOL CUT BRUNA 12FL 1L,411.4,False,Unresolved,unresolved,other,,,,
030210013,FUROSEMIDE L.F.M.*30CPR 25MG,411.1,True,Authoritative,aifa_ingredient_authoritative,,,,25.0,FUROSEMIDE 25milligrammi
045321027,ROLUFTA ELLIPTA*1INAL30D 55MCG,410.73,True,Candidate,parsed:single_value_assumed_unit,,1,0.055,0.055,55MCG
